stage,problem,group,config,arm,round,agent,labels,state_hash_before,vote,status
complex,C3,11.0,11011,U,6.0,235,"['CONTINUE', 'PIVOT']",f8940fcce3c3e552f365d3c2945b2e9a4e9956457b971ac8d6d9a3de7dc5c3af,CONTINUE,ok
complex,C1,1.0,00100,E,5.0,11,"['PACKAGE_A', 'PACKAGE_B']",6af305a169d83871e128ff2551fe8341a92e96dc00643104f94412bfbf782b1a,PACKAGE_B,ok
complex,C3,11.0,11011,U,1.0,155,"['CONTINUE', 'PIVOT']",ba2c5e772f6a9dec021649d35022eef83646b6748a8af62465e5599ba104d06d,CONTINUE,ok
complex,C3,8.0,00100,U,2.0,181,"['CONTINUE', 'PIVOT']",a24c3127e2ee22dec9d4482aede504f7e5dcd78454d3ee6ce3e7836bcee87c44,CONTINUE,ok
complex,C2,2.0,11011,U,4.0,173,"['APPROVE', 'REJECT']",3049295004bce13bf4cdebdb25a089e663bfc5355c723926c5260770f4614b30,APPROVE,ok
simple,S1,,00100,E,,162,"['A', 'B']",,A,ok
simple,S1,,11011,U,,347,"['A', 'B']",,A,ok
simple,S2,,00100,U,,342,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,00100,E,,207,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,2.0,11011,E,4.0,234,"['APPROVE', 'REJECT']",e93022998b84172b132ae86292dd74f8d8e0ec881ad360741ecc280c4244b2c3,APPROVE,ok
complex,C2,13.0,00100,E,3.0,380,"['APPROVE', 'REJECT']",ee6fea46475e919f3c91f6e32bb6f3a60c79564ec11730dd9db2166d7d38b4fb,APPROVE,ok
complex,C2,6.0,11011,U,5.0,166,"['APPROVE', 'REJECT']",c56052d6592647b1f3a8302593a968bb923a0ae705deec6608d0106f5ef766f9,REJECT,ok
complex,C3,3.0,00100,U,2.0,67,"['CONTINUE', 'PIVOT']",46ddf98369ceff50d1fc2e0d79af2bb4c1e12150da818994364448473a19632a,CONTINUE,ok
simple,S1,,11011,U,,211,"['A', 'B']",,A,ok
simple,S2,,00100,E,,268,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
complex,C3,10.0,00100,E,5.0,239,"['CONTINUE', 'PIVOT']",b28a1cefb3959247a3ae79df886831445474ca572aaf6ca11da1ab6f3f193296,CONTINUE,ok
complex,C2,11.0,00100,U,5.0,21,"['APPROVE', 'REJECT']",3bb975b5e47b9cb771f2145453bf99510aaff48c1449cf19f367c5a792bf3147,APPROVE,ok
complex,C3,6.0,00100,U,5.0,329,"['CONTINUE', 'PIVOT']",24ced0f718fc3784278e3402e9a5cefba31f27d1d88c3973979336231871aee4,CONTINUE,ok
simple,S2,,00100,E,,165,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,16.0,neutral,B,2.0,288,"['CONTINUE', 'PIVOT']",5416bd87a361d66ba2640bf99365d36ab00e04b282b24e7f8f1280545d6e88e9,CONTINUE,ok
simple,S2,,11011,E,,129,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S3,,00100,U,,251,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S3,,00100,E,,165,"['ADOPT', 'WAIT']",,WAIT,ok
complex,C2,1.0,11011,U,4.0,272,"['APPROVE', 'REJECT']",5d5e00a1887be2099832c2861b40f800bc443bc9a344e6178171f51dc9390ec1,APPROVE,ok
complex,C3,6.0,00100,E,6.0,329,"['CONTINUE', 'PIVOT']",348125e2205a5b84542a0625ebeb73b6dcf7afb40e1d4df7396c97b71b8008ee,CONTINUE,ok
complex,C2,20.0,11011,U,4.0,25,"['APPROVE', 'REJECT']",1f1baa388c283c92887d5109469932adc84e55453c1bd313d2b18762c8af086c,REJECT,ok
complex,C2,19.0,neutral,B,5.0,106,"['APPROVE', 'REJECT']",d21578d8c9514e5933653a5a5a231f85912e14cdb34b5dbc92dbcc6eca4aa5a2,APPROVE,ok
simple,S3,,11011,U,,116,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S1,,00100,E,,205,"['A', 'B']",,A,ok
complex,C3,7.0,00100,E,4.0,369,"['CONTINUE', 'PIVOT']",1c969ce7acc02c80cc23c13fa686132e89d8ed1970b79ecec2aa0373b63304dc,CONTINUE,ok
complex,C2,19.0,neutral,B,1.0,280,"['APPROVE', 'REJECT']",232b9c06ecfea0aabdea38451ce6b239100ff80f6cc72fae9fded3c375146f32,APPROVE,ok
complex,C2,11.0,neutral,B,1.0,362,"['APPROVE', 'REJECT']",f03285b78615b6c75a986242bc0acd706370d47eea8f0c62461a069e56712367,APPROVE,ok
complex,C2,2.0,neutral,B,2.0,115,"['APPROVE', 'REJECT']",800d3ebee3f9ce5173333bc90922b081c7989f558912adbe73c895b8b739e749,APPROVE,ok
complex,C1,20.0,00100,E,4.0,312,"['PACKAGE_A', 'PACKAGE_B']",2b27567e21465180e7713c2d2eae69a15e81ce1f9172074f85bf1f575c0f1f37,PACKAGE_A,ok
complex,C3,11.0,00100,E,3.0,155,"['CONTINUE', 'PIVOT']",9d9f3fca6afc0b9908dd39c78e3e7b5df7f7b6ea0db21fe84ca0f0195a5e6908,CONTINUE,ok
complex,C1,5.0,00100,E,5.0,160,"['PACKAGE_A', 'PACKAGE_B']",79a425f58954942b31cc01f4e99ebd1e28f568e08a53fb288c6c8719310247a3,PACKAGE_B,ok
complex,C2,19.0,00100,E,3.0,132,"['APPROVE', 'REJECT']",a3e3621a366e9ef22c3b7c23ef72dd70e036ab30217205bf69645f08b1a565e5,APPROVE,ok
complex,C2,17.0,00100,U,5.0,375,"['APPROVE', 'REJECT']",a34741ec0a72aeb1b63fb54456e469484471775cc95da03251740047ff73ab5c,APPROVE,ok
simple,S2,,00100,E,,172,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S3,,11011,E,,307,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,8.0,neutral,B,5.0,101,"['APPROVE', 'REJECT']",d129cc97e2408e865e396144e5d900a34bc6661f8a5710c5f72ffca4eeed9b0f,APPROVE,ok
simple,S1,,11011,E,,257,"['A', 'B']",,A,ok
complex,C2,1.0,neutral,B,2.0,330,"['APPROVE', 'REJECT']",b932f0f36cbcc37bef02f71e2deb3ec77eac98ca93558cee7f09bd53a6c2fd56,APPROVE,ok
simple,S1,,11011,U,,126,"['A', 'B']",,A,ok
complex,C3,9.0,00100,U,4.0,232,"['CONTINUE', 'PIVOT']",57d7ac82eadafeae1f1c983b36474117429e370096ffb4f03c5b278d5e2d8c53,CONTINUE,ok
complex,C3,19.0,11011,U,6.0,80,"['CONTINUE', 'PIVOT']",2209ad4620a65b11199e4e17d665ebe3292e08d202e54b6376cc5799b1e55f91,CONTINUE,ok
simple,S1,,11011,U,,381,"['A', 'B']",,A,ok
complex,C3,12.0,00100,E,1.0,72,"['CONTINUE', 'PIVOT']",c634c4e10451f36ea504693fdf4aacaff3f5380b9ebf3a42caf8f0fc362348ea,CONTINUE,ok
complex,C2,1.0,00100,U,4.0,330,"['APPROVE', 'REJECT']",0b79c97e8537c5abda4ee8a87a5307bdedb141d4e3cf42b557de92e658d2a0e2,APPROVE,ok
simple,S3,,11011,U,,356,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,00100,U,,290,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,9.0,11011,U,6.0,232,"['CONTINUE', 'PIVOT']",f096ccc125bf5ffff8bfd33d4bcd64b682d9c189ad58543d2b3eb92018b22bf2,CONTINUE,ok
complex,C3,2.0,11011,U,6.0,203,"['CONTINUE', 'PIVOT']",6603efbc0d4fc1dd8ce61d327af1b8c640dc15af5a47a277e348e2d15504091c,CONTINUE,ok
complex,C1,9.0,11011,E,1.0,50,"['PACKAGE_A', 'PACKAGE_B']",182fd0a00aca4e791ecf8c4ef6bdccd5bd65c9cd68020564e941f0dbc88eff52,PACKAGE_B,ok
complex,C1,1.0,neutral,B,1.0,372,"['PACKAGE_A', 'PACKAGE_B']",2e37cfce510a502a5d18389e9f68e0b8d70aa7b4a4486bc6a146ce4e85483012,PACKAGE_A,ok
simple,S2,,00100,E,,295,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,19.0,11011,E,2.0,295,"['CONTINUE', 'PIVOT']",16d0da409fa3473effe8f84070f6516b75a651c94a8cbad56bd5fee3d21212a8,CONTINUE,ok
simple,S1,,00100,U,,384,"['A', 'B']",,A,ok
simple,S1,,11011,E,,118,"['A', 'B']",,A,ok
complex,C2,14.0,11011,U,2.0,142,"['APPROVE', 'REJECT']",b137d339cbeca6c0ed9f971c75bcedfdb2bed7b4535a686ccf63f32ffb35ca6e,APPROVE,ok
simple,S1,,11011,U,,24,"['A', 'B']",,A,ok
simple,S2,,11011,U,,153,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S3,,11011,U,,121,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,1.0,11011,E,3.0,43,"['CONTINUE', 'PIVOT']",9278d33b9ac8edddebc62bf545432671e785634aa63700b4a1b125217fe1235e,CONTINUE,ok
simple,S2,,11011,E,,221,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,3.0,00100,E,5.0,76,"['APPROVE', 'REJECT']",9e37c6ffef35a9846de139405e723912128df0fa881d4b23af61f609e345e577,APPROVE,ok
simple,S1,,00100,E,,226,"['A', 'B']",,A,ok
complex,C2,11.0,neutral,B,3.0,299,"['APPROVE', 'REJECT']",3d44a591a1405d1719bce0bd6e84343314bae056e64cfd096c37fb331b892d49,APPROVE,ok
complex,C2,17.0,11011,U,5.0,331,"['APPROVE', 'REJECT']",bf5b01691ad4be29dbd32d516aab508bbc692cf4205727d9d3bcd5a00d4ab3fd,APPROVE,ok
complex,C2,5.0,00100,U,2.0,364,"['APPROVE', 'REJECT']",b8a2c28ad70aab4d66458892315731e77ed60f15658ba2c697225169c3eb3464,APPROVE,ok
complex,C1,16.0,neutral,B,1.0,280,"['PACKAGE_A', 'PACKAGE_B']",ad462a448b6a573505b273587370804e551ee426774f3b36bfe3e295be3d63f2,PACKAGE_B,ok
complex,C3,2.0,neutral,B,4.0,17,"['CONTINUE', 'PIVOT']",2adc5d482fb4a26ca076264210ebe1df1c1550380fe6197d8ca904d63abeca5d,CONTINUE,ok
complex,C1,16.0,00100,E,5.0,280,"['PACKAGE_A', 'PACKAGE_B']",18acda197e3d494d6f203a21c7abd398d510a42a10ded0f16debdd994308455b,PACKAGE_B,ok
complex,C3,13.0,00100,E,3.0,64,"['CONTINUE', 'PIVOT']",b889c70505b889b5ddf2e892c09882dc27c52733a05589db7180ef0d6485d472,CONTINUE,ok
complex,C1,10.0,00100,U,1.0,37,"['PACKAGE_A', 'PACKAGE_B']",1787f3894d1b895be4a4959593e06e4f39e8155349f35c01dfd3d1589f4bc398,PACKAGE_A,ok
simple,S2,,00100,U,,391,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,11011,E,,127,"['A', 'B']",,A,ok
simple,S2,,00100,E,,265,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,FORMAL_REPORT,ok
simple,S3,,11011,U,,396,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,11011,U,,316,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,11011,E,,155,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,9.0,neutral,B,3.0,271,"['APPROVE', 'REJECT']",b520a4209ae193dda30c81196fb5cbbd26e6af2cf4c81b021215193a95e75f63,APPROVE,ok
complex,C1,7.0,11011,E,1.0,184,"['PACKAGE_A', 'PACKAGE_B']",de6ed2ea2dd969e994a2cabb073f363739650cc0b55ade2e12d949fd1775f964,PACKAGE_B,ok
complex,C3,14.0,00100,E,2.0,70,"['CONTINUE', 'PIVOT']",fb8eb6358dec29e3fc9af883a169d502059b149d7faef325b153735a7697c820,CONTINUE,ok
complex,C1,18.0,00100,U,1.0,138,"['PACKAGE_A', 'PACKAGE_B']",582cab306e0f0c0976073fd4cea078481b77ccea49c7f5e9e6a881aa8487747a,PACKAGE_A,ok
simple,S1,,11011,E,,84,"['A', 'B']",,A,ok
complex,C2,5.0,11011,U,4.0,397,"['APPROVE', 'REJECT']",5755ba1aa6dc8d9003e36025f3a5abdf3694e0be1f402cc30ebe65b365409903,APPROVE,ok
simple,S3,,11011,U,,68,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,00100,U,,109,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S3,,00100,U,,299,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S1,,11011,E,,329,"['A', 'B']",,A,ok
complex,C1,8.0,00100,U,2.0,108,"['PACKAGE_A', 'PACKAGE_B']",4ddbddf3957b57a27d40d4b515c01177cc13204527c4d6ba6ec2aca3ad0cbadf,PACKAGE_A,ok
complex,C2,12.0,00100,U,2.0,179,"['APPROVE', 'REJECT']",58e6491d1a8776a6d69ac281ef2b75170c9f5eb3b1e23c8c12da51ad2a37c41f,APPROVE,ok
complex,C2,1.0,11011,U,3.0,97,"['APPROVE', 'REJECT']",a70266ce0e698fee684dcb30144dfa1e3a69ff21617c0c81effdb3a05ae7bc1b,APPROVE,ok
simple,S3,,11011,U,,218,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,6.0,11011,U,6.0,188,"['CONTINUE', 'PIVOT']",b13f7aa33289f5c9b3353e506a4a3da508ec176d7a725ded04a116cbe9905827,CONTINUE,ok
simple,S3,,00100,U,,205,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,11.0,11011,E,1.0,21,"['APPROVE', 'REJECT']",f03285b78615b6c75a986242bc0acd706370d47eea8f0c62461a069e56712367,APPROVE,ok
complex,C2,2.0,11011,U,4.0,354,"['APPROVE', 'REJECT']",3049295004bce13bf4cdebdb25a089e663bfc5355c723926c5260770f4614b30,APPROVE,ok
simple,S2,,11011,E,,156,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,00100,U,,86,"['A', 'B']",,A,ok
complex,C2,5.0,11011,E,2.0,93,"['APPROVE', 'REJECT']",f9a726c1151d9a919b72947bc68f284b1efb9897dbf0e9b45e7b536664ac3ae3,APPROVE,ok
simple,S2,,11011,U,,266,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,00100,E,,178,"['A', 'B']",,A,ok
simple,S3,,11011,U,,333,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S1,,00100,E,,300,"['A', 'B']",,A,ok
complex,C3,2.0,neutral,B,3.0,17,"['CONTINUE', 'PIVOT']",b7eea33fbdbffaa3cf317b2fb0d45ad025fb4f67d0f705d9aa670d4606ae7a2e,CONTINUE,ok
simple,S2,,00100,U,,5,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,20.0,00100,E,4.0,358,"['CONTINUE', 'PIVOT']",cb467fb526594784617cc6edb9486063d85f7806e60add54a14d7bb563ee43ec,CONTINUE,ok
complex,C3,14.0,00100,E,1.0,89,"['CONTINUE', 'PIVOT']",c79ee3e87a1ace9203a9bf2b3e227385f174475df55fa19dc22df23a9f5daa16,CONTINUE,ok
simple,S1,,00100,E,,82,"['A', 'B']",,A,ok
complex,C2,8.0,00100,E,1.0,168,"['APPROVE', 'REJECT']",3d2c1a8ebfbfa448a0e0ef7df13a5652e78a80aecc07924bac8a597adf760ffc,APPROVE,ok
complex,C2,3.0,11011,E,5.0,182,"['APPROVE', 'REJECT']",a713e0f495dc6f09abee3d545b028449f2c36205865f0e4a3057e825b10e736a,APPROVE,ok
simple,S2,,11011,E,,382,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,15.0,11011,E,6.0,345,"['CONTINUE', 'PIVOT']",a6b2982fe5cb4b0c235d21da85bd2afed94b285567087ed157c7cae9f340a826,CONTINUE,ok
complex,C3,6.0,00100,E,2.0,217,"['CONTINUE', 'PIVOT']",72fa9a5667965d6d912e70ee7fe37830436bd860f85fc440a41dc355f9aa2c0e,CONTINUE,ok
simple,S2,,00100,U,,272,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,00100,E,,74,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S3,,11011,E,,186,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S2,,11011,E,,394,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S2,,00100,U,,147,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S3,,00100,E,,57,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C1,3.0,11011,E,1.0,142,"['PACKAGE_A', 'PACKAGE_B']",0753d6ee34ee4048b79a429ac0b95e78285ec4e70823e45b7622d543eb74b860,PACKAGE_B,ok
simple,S2,,11011,U,,158,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C1,3.0,00100,E,2.0,159,"['PACKAGE_A', 'PACKAGE_B']",158b92cbb1fcb4ea7de7192857506b19061fc4ba6878a6259fd0561c9c8db134,PACKAGE_A,ok
simple,S1,,00100,U,,150,"['A', 'B']",,A,ok
simple,S3,,00100,U,,181,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,19.0,11011,E,2.0,339,"['CONTINUE', 'PIVOT']",16d0da409fa3473effe8f84070f6516b75a651c94a8cbad56bd5fee3d21212a8,CONTINUE,ok
simple,S2,,11011,E,,248,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,15.0,neutral,B,1.0,254,"['CONTINUE', 'PIVOT']",e292356eb4c028eef21b6311b8e80a93d2b4fce074751f1969113ad11f24b13f,CONTINUE,ok
simple,S2,,11011,U,,276,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,15.0,11011,E,5.0,56,"['CONTINUE', 'PIVOT']",15d7f74310b21fc83d0bf76d27215923b84584200ae37f0862ada710cdc82d0c,CONTINUE,ok
simple,S1,,11011,U,,28,"['A', 'B']",,A,ok
simple,S1,,11011,E,,346,"['A', 'B']",,A,ok
complex,C2,5.0,00100,E,5.0,364,"['APPROVE', 'REJECT']",c7a5ba29c3a56d4ade448494aa7295d97a87422604043087ff0edd7b3ff8cbe0,APPROVE,ok
simple,S1,,00100,E,,61,"['A', 'B']",,A,ok
complex,C3,7.0,00100,E,6.0,178,"['CONTINUE', 'PIVOT']",5c841a3d34dda29c721745747c7cc2d563364992e13e436150216846402c2d42,CONTINUE,ok
simple,S1,,00100,E,,23,"['A', 'B']",,A,ok
simple,S2,,00100,E,,44,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,00100,U,,154,"['A', 'B']",,B,ok
simple,S1,,11011,E,,336,"['A', 'B']",,A,ok
complex,C3,2.0,00100,U,4.0,174,"['CONTINUE', 'PIVOT']",acfd9e71b343d9a118d327b21e0d13d7cca0019bdd313ab22ad63894ef13389e,CONTINUE,ok
complex,C3,11.0,11011,U,5.0,207,"['CONTINUE', 'PIVOT']",83b8f3bab30f776e602b87450d2c193c909951481701c8423ddf2aa148141bf5,CONTINUE,ok
simple,S3,,11011,E,,215,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C3,16.0,00100,U,3.0,162,"['CONTINUE', 'PIVOT']",ed04ac23077217a5a2f982ec16c73620166f82d1edb68fa5b1bd9af8f5224afc,CONTINUE,ok
complex,C3,15.0,11011,U,4.0,254,"['CONTINUE', 'PIVOT']",cb0aaec1e45b3b401b76bd23f3ab922620499b8a38b28bd9ed1c940dd223c681,CONTINUE,ok
simple,S3,,00100,U,,3,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,13.0,neutral,B,4.0,215,"['APPROVE', 'REJECT']",fe1df5eec9b04437d52c637dc06fdf442467cf341e38e54332bfabfeb4f715be,APPROVE,ok
complex,C2,8.0,11011,E,2.0,393,"['APPROVE', 'REJECT']",0eb0f27c73611eb088c1bbc3a6dd627b32687ae6f20ca463a221b42b23cdda3b,APPROVE,ok
complex,C2,4.0,11011,U,1.0,5,"['APPROVE', 'REJECT']",adc5fdf9f1cce983796c1c1dcb1e80edcfc41e8868195d047dbd217ab5d05082,REJECT,ok
simple,S2,,11011,U,,74,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,1.0,00100,E,4.0,146,"['APPROVE', 'REJECT']",7d8145831533849cdb673fe4f985d48ec3361677a485e9144cf2da4624e0a15a,APPROVE,ok
simple,S3,,11011,E,,209,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,5.0,neutral,B,3.0,304,"['APPROVE', 'REJECT']",5be9f2693ffde576aa82570092ab812af4d417cbee0ab131359b565dc2f6fe5f,APPROVE,ok
complex,C2,19.0,11011,E,5.0,281,"['APPROVE', 'REJECT']",95d4f0031a733d18a254fe2b417ba2ba332548107a0ec6d97a5ed959d17b12ce,APPROVE,ok
complex,C1,19.0,neutral,B,1.0,76,"['PACKAGE_A', 'PACKAGE_B']",dee829fe58a5b011e86c4432c82ea1466dbd32dce833269ecde09cd4a4baa8ac,PACKAGE_B,ok
complex,C3,9.0,11011,E,5.0,65,"['CONTINUE', 'PIVOT']",fb342aaee2c4ad4b912a71097fb4b6fedd111a9a662a0ced1472bb2e095f9796,CONTINUE,ok
complex,C2,11.0,00100,E,5.0,135,"['APPROVE', 'REJECT']",2f26943c8c726fdfe60088f2043904e50353a634f8bada697a518fb681a0503b,APPROVE,ok
simple,S2,,11011,E,,37,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,13.0,11011,E,1.0,169,"['APPROVE', 'REJECT']",43e3c5db05d9698afce948f8b87d4a5f36782bbf3584551b12b76f598b262f16,APPROVE,ok
complex,C1,20.0,00100,E,3.0,182,"['PACKAGE_A', 'PACKAGE_B']",1ad684dfdd4bb5e98fa4062d49b3f1974ef921ff34678f1e9c8b3441e16fd139,PACKAGE_B,ok
complex,C3,10.0,neutral,B,4.0,346,"['CONTINUE', 'PIVOT']",2bf66fafcf5fd46cbee986fbdc525fd2b2c8cc2b21abea4ffc90014d24cd341e,CONTINUE,ok
complex,C2,19.0,neutral,B,5.0,281,"['APPROVE', 'REJECT']",d21578d8c9514e5933653a5a5a231f85912e14cdb34b5dbc92dbcc6eca4aa5a2,APPROVE,ok
complex,C1,5.0,00100,E,2.0,319,"['PACKAGE_A', 'PACKAGE_B']",e4d7dd90f6cbac26e307973673929b28b07c6469f188a72245fd9ea6bf404f48,PACKAGE_A,ok
complex,C2,16.0,00100,U,2.0,383,"['APPROVE', 'REJECT']",4cda126ecd89fadc60cdbffe4ee484bcf0bad4d766daf4ad60c85886cda341f6,APPROVE,ok
complex,C3,10.0,11011,U,5.0,219,"['CONTINUE', 'PIVOT']",a94ea28d309d9128c65f74e02e6aa36625a3c27245fe86121226810e547fb43c,CONTINUE,ok
complex,C3,9.0,00100,E,6.0,58,"['CONTINUE', 'PIVOT']",ba59914f1663c29dbed97a193d8d0310a7328392268ea6f86fdfa55e93d74c2e,CONTINUE,ok
complex,C2,11.0,00100,E,3.0,299,"['APPROVE', 'REJECT']",907c64adb720fd5ad7facf716fea3b62334467395609f04752a670c872eb3730,APPROVE,ok
complex,C2,20.0,11011,U,4.0,267,"['APPROVE', 'REJECT']",1f1baa388c283c92887d5109469932adc84e55453c1bd313d2b18762c8af086c,REJECT,ok
complex,C3,1.0,11011,U,2.0,356,"['CONTINUE', 'PIVOT']",b064bacaac13eabcfec0125b39993263811264758bf237110874a09f6d84fa13,CONTINUE,ok
complex,C2,2.0,neutral,B,1.0,173,"['APPROVE', 'REJECT']",3f5cc313b9ae0d79701cc7de95341e78d3cedd9b4ed19e51fbce107e273dc02e,APPROVE,ok
simple,S2,,00100,U,,314,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,00100,U,,264,"['A', 'B']",,A,ok
simple,S1,,00100,E,,90,"['A', 'B']",,A,ok
complex,C3,7.0,11011,E,6.0,369,"['CONTINUE', 'PIVOT']",4ecdd27659656b853d1917ff72c6855b5d3f1b6205795dcd274bc5dc192d5623,CONTINUE,ok
complex,C1,7.0,00100,E,2.0,295,"['PACKAGE_A', 'PACKAGE_B']",2a8272c636a504b10c52551eaee8305bd3b53f813df36bac5d27d6313c933742,PACKAGE_B,ok
complex,C3,13.0,00100,E,5.0,64,"['CONTINUE', 'PIVOT']",65bba7dbfb465c87a87a25676bf2cab46e3b34019a9f3d9cf71445cc31d0170d,CONTINUE,ok
simple,S3,,00100,U,,394,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C2,18.0,00100,E,3.0,213,"['APPROVE', 'REJECT']",18daa2ef1e5726de2ec6cc21e3f724196df13b5db58db3a64b27e0b25834bde9,APPROVE,ok
complex,C1,1.0,00100,E,1.0,217,"['PACKAGE_A', 'PACKAGE_B']",2e37cfce510a502a5d18389e9f68e0b8d70aa7b4a4486bc6a146ce4e85483012,PACKAGE_B,ok
simple,S3,,00100,E,,142,"['ADOPT', 'WAIT']",,ADOPT,ok
complex,C1,18.0,00100,U,1.0,187,"['PACKAGE_A', 'PACKAGE_B']",582cab306e0f0c0976073fd4cea078481b77ccea49c7f5e9e6a881aa8487747a,PACKAGE_A,ok
simple,S2,,00100,U,,21,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C3,3.0,00100,E,3.0,244,"['CONTINUE', 'PIVOT']",1049a87628063b0002d5dec937211c7e405e723465e98154e21b37939bba5aad,CONTINUE,ok
complex,C3,12.0,00100,E,2.0,364,"['CONTINUE', 'PIVOT']",b9e60cd32486b43be775483e49045e870e216a06c37037a06b329b1233d2d280,CONTINUE,ok
complex,C2,9.0,neutral,B,5.0,289,"['APPROVE', 'REJECT']",e23cc9d9a127e87e13318428bb170643e4a92d155d5b7d3e75f34cd6880b4dcb,APPROVE,ok
simple,S2,,00100,U,,119,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
complex,C2,6.0,11011,U,5.0,81,"['APPROVE', 'REJECT']",c56052d6592647b1f3a8302593a968bb923a0ae705deec6608d0106f5ef766f9,APPROVE,ok
complex,C2,4.0,11011,U,1.0,305,"['APPROVE', 'REJECT']",adc5fdf9f1cce983796c1c1dcb1e80edcfc41e8868195d047dbd217ab5d05082,APPROVE,ok
simple,S3,,11011,U,,69,"['ADOPT', 'WAIT']",,ADOPT,ok
simple,S1,,00100,U,,127,"['A', 'B']",,A,ok
simple,S2,,00100,U,,316,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
simple,S1,,11011,U,,15,"['A', 'B']",,A,ok
complex,C2,5.0,00100,U,2.0,397,"['APPROVE', 'REJECT']",b8a2c28ad70aab4d66458892315731e77ed60f15658ba2c697225169c3eb3464,APPROVE,ok
simple,S2,,11011,U,,398,"['FORMAL_REPORT', 'LOCAL_CORRECTION']",,LOCAL_CORRECTION,ok
